word,freq,distinct,count
daren,0.371,5,137226.0
arend,0.371,5,96252.0
redan,0.371,5,93847.0
denar,0.371,5,55863.0
saron,0.371,5,29644.0
roans,0.371,5,28190.0
ceros,0.371,5,0.0
crose,0.371,5,0.0
dearn,0.371,5,0.0
earsh,0.371,5,0.0
orans,0.371,5,0.0
rason,0.371,5,0.0
rheas,0.371,5,0.0
cetin,0.37099999999999994,5,28388.0
besin,0.37099999999999994,5,0.0
keist,0.37099999999999994,5,0.0
kites,0.3709999999999999,5,1202129.0
tikes,0.3709999999999999,5,696108.0
biens,0.3709999999999999,5,94572.0
bines,0.3709999999999999,5,32124.0
centi,0.3709999999999999,5,19432.0
ceint,0.3709999999999999,5,0.0
siket,0.3709999999999999,5,0.0
skite,0.3709999999999999,5,0.0
perai,0.37099999999999983,5,0.0
serut,0.37000000000000005,5,0.0
shane,0.37,5,4124234.0
cones,0.37,5,1538688.0
scone,0.37,5,213031.0
ashen,0.37,5,184747.0
hanse,0.37,5,64595.0
shean,0.37,5,42319.0
uster,0.37,5,41039.0
trues,0.37,5,18411.0
onces,0.37,5,13086.0
cosen,0.37,5,0.0
secno,0.37,5,0.0
strue,0.37,5,0.0
turse,0.37,5,0.0
septa,0.36999999999999994,5,203819.0
aimer,0.36999999999999994,5,96862.0
diter,0.36999999999999994,5,0.0
roist,0.36999999999999994,5,0.0
torsi,0.36999999999999994,5,0.0
tried,0.3699999999999999,5,34201786.0
slide,0.3699999999999999,5,22339084.0
marie,0.3699999999999999,5,12862466.0
tired,0.3699999999999999,5,11158233.0
tapes,0.3699999999999999,5,9719559.0
paste,0.3699999999999999,5,8913055.0
urine,0.3699999999999999,5,4903932.0
riots,0.3699999999999999,5,1463036.0
trois,0.3699999999999999,5,913646.0
trios,0.3699999999999999,5,389195.0
spate,0.3699999999999999,5,357156.0
delis,0.3699999999999999,5,228848.0
maire,0.3699999999999999,5,156974.0
pates,0.3699999999999999,5,133896.0
inure,0.3699999999999999,5,119454.0
ramie,0.3699999999999999,5,101611.0
sidle,0.3699999999999999,5,54306.0
idles,0.3699999999999999,5,50456.0
tiros,0.3699999999999999,5,40539.0
peats,0.3699999999999999,5,35728.0
amire,0.3699999999999999,5,0.0
deils,0.3699999999999999,5,0.0
isled,0.3699999999999999,5,0.0
isort,0.3699999999999999,5,0.0
snerp,0.3699999999999999,5,0.0
tepas,0.3699999999999999,5,0.0
enpia,0.36999999999999983,5,0.0
niepa,0.36999999999999983,5,0.0
paine,0.3699999999999998,5,1097105.0
steam,0.36900000000000005,5,11141309.0
stema,0.36900000000000005,5,0.0
teams,0.369,5,34383288.0
tunes,0.369,5,6610108.0
mates,0.369,5,2878121.0
meats,0.369,5,2168286.0
loren,0.369,5,1716418.0
unset,0.369,5,1035406.0
enrol,0.369,5,878274.0
doers,0.369,5,263783.0
loner,0.369,5,260915.0
tames,0.369,5,113169.0
doser,0.369,5,38761.0
metas,0.369,5,37845.0
atelo,0.369,5,0.0
atole,0.369,5,0.0
dorse,0.369,5,0.0
nerol,0.369,5,0.0
redos,0.369,5,0.0
rosed,0.369,5,0.0
satem,0.369,5,0.0
suent,0.369,5,0.0
usent,0.369,5,0.0
ident,0.36899999999999994,5,808896.0
heist,0.36899999999999994,5,419629.0
detin,0.36899999999999994,5,0.0
enami,0.36899999999999994,5,0.0
stion,0.36899999999999994,5,0.0
anime,0.3689999999999999,5,31334688.0
maine,0.3689999999999999,5,26049821.0
amine,0.3689999999999999,5,689951.0
manie,0.3689999999999999,5,61604.0
tined,0.3689999999999999,5,14541.0
sithe,0.3689999999999999,5,14180.0
manei,0.3689999999999999,5,0.0
minae,0.3689999999999999,5,0.0
nitos,0.3689999999999999,5,0.0
sinto,0.3689999999999999,5,0.0
teind,0.3689999999999999,5,0.0
doesn,0.36800000000000005,5,1101832.0
recta,0.36800000000000005,5,82905.0
serab,0.36800000000000005,5,0.0
scale,0.368,5,46307526.0
bears,0.368,5,22926868.0
trace,0.368,5,11697252.0
nodes,0.368,5,11208722.0
react,0.368,5,4126376.0
carte,0.368,5,2722336.0
crate,0.368,5,2336818.0
cater,0.368,5,2092828.0
saber,0.368,5,1053669.0
nosed,0.368,5,611383.0
laces,0.368,5,610254.0
creat,0.368,5,354814.0
caret,0.368,5,284139.0
bares,0.368,5,216791.0
claes,0.368,5,215104.0
creta,0.368,5,91322.0
baser,0.368,5,62041.0
braes,0.368,5,53166.0
alces,0.368,5,37564.0
barse,0.368,5,14578.0
ecart,0.368,5,13779.0
alecs,0.368,5,0.0
besra,0.368,5,0.0
casel,0.368,5,0.0
cerat,0.368,5,0.0
erika,0.36799999999999994,5,1471358.0
sabre,0.36799999999999994,5,1189329.0
sonde,0.36799999999999994,5,78672.0
arkie,0.3679999999999999,5,18844.0
poise,0.36799999999999977,5,339263.0
steak,0.36700000000000005,5,4413680.0
sergt,0.36700000000000005,5,48003.0
takes,0.367,5,57784233.0
beans,0.367,5,7607524.0
stake,0.367,5,5061965.0
skate,0.367,5,4932092.0
enact,0.367,5,1263603.0
keats,0.367,5,789512.0
kerns,0.367,5,197073.0
banes,0.367,5,93807.0
besan,0.367,5,18693.0
skeat,0.367,5,16657.0
teaks,0.367,5,0.0
reign,0.36699999999999994,5,3505605.0
kenai,0.36699999999999994,5,738583.0
alist,0.36699999999999994,5,270374.0
inger,0.36699999999999994,5,158785.0
grein,0.36699999999999994,5,22178.0
regin,0.36699999999999994,5,20756.0
sieva,0.36699999999999994,5,0.0
tails,0.3669999999999999,5,2287798.0
litas,0.3669999999999999,5,438897.0
ringe,0.3669999999999999,5,200666.0
talis,0.3669999999999999,5,102507.0
moise,0.3669999999999999,5,79616.0
nigre,0.3669999999999999,5,0.0
nirls,0.3669999999999999,5,0.0
renig,0.3669999999999999,5,0.0
slait,0.3669999999999999,5,0.0
snirl,0.3669999999999999,5,0.0
stail,0.3669999999999999,5,0.0
waise,0.36609999999999987,5,0.0
roast,0.36600000000000005,5,3205415.0
trade,0.366,5,110086585.0
deals,0.366,5,91189968.0
rated,0.366,5,59102029.0
leads,0.366,5,30507300.0
tread,0.366,5,1672572.0
gents,0.366,5,1239020.0
astor,0.366,5,697049.0
dales,0.366,5,678083.0
osage,0.366,5,673592.0
tarde,0.366,5,124828.0
dater,0.366,5,89544.0
rotas,0.366,5,41389.0
urena,0.366,5,15526.0
lades,0.366,5,15236.0
ratos,0.366,5,14793.0
detar,0.366,5,12917.0
adret,0.366,5,0.0
derat,0.366,5,0.0
